value,n_runs,rate_1yr,std_1yr,rate_3yr,rate_6yr,rate_9yr,std_3yr,std_6yr,std_9yr,mae_3yr,mae_6yr,mae_9yr,mae_all,gamma_loss,offense_loss,tier_mae_3yr,mae_primary,rate_3yr_Low,share_Low,rate_3yr_LowModerate,share_LowModerate,rate_3yr_Moderate,share_Moderate,rate_3yr_High,share_High,off_Violent_3yr,off_Violent_6yr,off_Violent_9yr,off_Drug_3yr,off_Drug_6yr,off_Drug_9yr,off_Property_3yr,off_Property_6yr,off_Property_9yr,off_Other(PublicOrder)_3yr,off_Other(PublicOrder)_6yr,off_Other(PublicOrder)_9yr
0.2,100,0.42721000000000003,0.0056609507714131995,0.6993499999999999,0.7962700000000003,0.8125300000000002,0.004647960343369486,0.003800199356812111,0.0039221077615140786,0.015349999999999864,0.0022700000000002163,0.021469999999999767,0.01302999999999995,0.02813757326457562,0.039208926968529546,0.02815900418756849,0.01302999999999995,0.5070986185466476,0.2909423932668358,0.6868199293334123,0.3559951728524046,0.8383863600840585,0.2390055357713512,0.9377436876210973,0.11405689810940847,0.6664207743011875,0.7418617992257316,0.7554163720024092,0.702382285402232,0.7981781862302685,0.8130485810788504,0.6945009249164774,0.8028979011986439,0.8215214979743282,0.7370781093455098,0.8349089463477268,0.8509991888696478
0.25,100,0.42955,0.00487495143720956,0.7021,0.7993100000000001,0.8156499999999999,0.004529365464957708,0.004244295042058273,0.00403613726728958,0.018099999999999894,0.005310000000000037,0.01835000000000009,0.013920000000000007,0.02682760182198001,0.037170134827395424,0.027232022197895875,0.013920000000000007,0.509511067967281,0.290947246003725,0.6897392235977249,0.3559855805956092,0.842124182537746,0.23900819509837035,0.9382804269597735,0.11405897830229547,0.6683475668039611,0.7446577527624022,0.7585752547039059,0.703714397608017,0.7999260319729903,0.8146312762937543,0.7009980197563896,0.8089455037409887,0.8275342094293898,0.7347805303591075,0.8341328278825815,0.8506024652736791
0.30000000000000004,100,0.43267999999999995,0.0047564522896627924,0.70459,0.8015800000000002,0.8180299999999997,0.004528462177933005,0.003819619738860791,0.0036472073168550626,0.020589999999999997,0.007580000000000142,0.015970000000000262,0.014713333333333467,0.026170679315441935,0.03532670407616718,0.027198258590437632,0.014713333333333467,0.5126753157292793,0.29095500920793743,0.6944703997134911,0.35598649899484797,0.8413457734890859,0.239003742688478,0.9389338918350484,0.11405474910873657,0.6659554684414121,0.7435717182724519,0.7572974679148481,0.7025896251709498,0.7991906471849353,0.8142414413531295,0.7095173524122245,0.8161646695421535,0.8346424080189787,0.7354406787465456,0.8350016644566931,0.8518487179729287
0.35000000000000003,100,0.43498999999999993,0.004262817866343365,0.70639,0.8030700000000003,0.8194699999999999,0.004182442860677037,0.003715256560875886,0.0033977265126177293,0.02238999999999991,0.009070000000000245,0.014530000000000043,0.015330000000000066,0.025647541724573005,0.03395994069325217,0.02631320983224382,0.015330000000000066,0.5135760131821008,0.29093936981071705,0.697062510512645,0.3560084941919879,0.8437649281214794,0.23899451113812706,0.939504264780999,0.11405762485916787,0.6669189488489975,0.7439980272488366,0.7576405023297784,0.7030771047586897,0.7979824700282324,0.8127266358077178,0.7144703870452944,0.8218455413196472,0.8406777791278398,0.7340206515644307,0.8332254478866379,0.8498184067421819
0.4,100,0.43799,0.00476200237995181,0.7108199999999999,0.8068900000000001,0.8226899999999999,0.004173945157979224,0.003813572253587611,0.0037596878228454726,0.026819999999999844,0.012890000000000068,0.011310000000000042,0.017006666666666653,0.025312996569815893,0.03201869594490246,0.027402426244363162,0.017006666666666653,0.5207344627811549,0.29094364297262404,0.7011914387715654,0.35599152541288065,0.8470648205889502,0.23899844341499651,0.9400018603789131,0.11406638819949881,0.667717219944293,0.7448018523671118,0.758602448243679,0.7036264794977929,0.7997618932203068,0.8143894455204677,0.7251005840884825,0.8301452447456082,0.8479700886720454,0.7359604206478051,0.8352351131714361,0.8510938429824481
0.45000000000000007,100,0.44012,0.004557777236036594,0.7122699999999998,0.80733,0.82345,0.004988582924634975,0.004353229382953067,0.004281449296769508,0.028269999999999795,0.013329999999999953,0.010549999999999948,0.017383333333333233,0.024937325255276654,0.030572903882947394,0.026611614770210387,0.017383333333333233,0.5206203676117281,0.2909409416669238,0.7050655835221952,0.3560021495890156,0.8470145463819437,0.2389947481722918,0.9408771286093649,0.11406216057176877,0.6656942536213825,0.7410310519893932,0.7550395306071681,0.70273015512687,0.7993076302455197,0.8140969492633827,0.7316099031586891,0.8354202803866677,0.8530859720844505,0.735302550608054,0.8337797896527134,0.8504441816153124
0.5,100,0.44435,0.005007822164203006,0.7150799999999999,0.8101599999999999,0.8260200000000001,0.004074260173282505,0.003951013167594455,0.003824376888573956,0.031079999999999885,0.01615999999999984,0.007979999999999876,0.018406666666666533,0.02429179346590522,0.028565725790059577,0.02674324196011786,0.018406666666666533,0.5257533737372069,0.29093961523265804,0.7088361808947884,0.35599860796172644,0.8480965726827701,0.23899891108608454,0.938959202315283,0.11406286571953096,0.6658037515066847,0.7432247214783051,0.7570810270333006,0.704377465087367,0.7999952125396215,0.8147689322513483,0.7401394089989091,0.8428261652830047,0.8599376845513619,0.7337400809486163,0.833173802279464,0.8500328500168315
0.55,100,0.44616999999999996,0.0049422012843826565,0.7179099999999998,0.8121199999999998,0.8277199999999999,0.004250002970884289,0.003851485349048998,0.0037147807417929773,0.033909999999999774,0.018119999999999803,0.006280000000000063,0.019436666666666547,0.024296330674550046,0.028396004161716778,0.02766645293116453,0.019436666666666547,0.5295867441817967,0.2909448133970349,0.7119659568589702,0.3559917648812596,0.8499563502412653,0.23900280898224202,0.9400886741605664,0.1140606127394635,0.6660895570187219,0.7421805934598862,0.7558202849414792,0.7032964659081685,0.798730802948368,0.81340601616234,0.748166479436721,0.8491869626648009,0.8659994799029721,0.7354035228479526,0.8353064986062835,0.8518616951521161
0.6000000000000001,100,0.4489599999999999,0.004765024086555553,0.71943,0.8131700000000001,0.8288299999999998,0.004383750988283067,0.0036433279270246966,0.0036956294142780058,0.03542999999999996,0.01917000000000002,0.005170000000000119,0.019923333333333366,0.024287087949757563,0.028239554330332508,0.02815861558580214,0.019923333333333366,0.5317306967419023,0.29093838086416607,0.7135533582195229,0.35600050147563017,0.8513741448477096,0.23899617769825937,0.9400829789731197,0.11406493996194439,0.666328933055325,0.7421765213561035,0.7559712547411894,0.7020066966466758,0.7981882629355319,0.8133850997092016,0.7542902274576749,0.8539226095248472,0.8706274382419644,0.7349990517572098,0.8342701165389868,0.8505614613388118
0.6500000000000001,100,0.45138,0.004743480374219555,0.7224399999999999,0.8161899999999999,0.83174,0.00433291373259859,0.0038656607887052295,0.003873296301914465,0.03843999999999981,0.02218999999999982,0.0022599999999999287,0.020963333333333185,0.024587758632978563,0.028917095811308174,0.028904987828185666,0.020963333333333185,0.537616503932558,0.29094309647270644,0.7169747172850635,0.35599472682212413,0.8513232999383692,0.23900397799423054,0.940654864726879,0.11405819871093885,0.6664801690449198,0.742826211581454,0.7566083428824474,0.7030571596236019,0.7991922678810994,0.8142612022876433,0.7644095102157593,0.8630530260112529,0.8795104366179685,0.7328248453084175,0.8336731772964865,0.8499995460047258
