label,rep,seed,actual_seed,n_elig,rate_1yr,rate_3yr,rate_6yr,rate_9yr,gamma_loss,offense_loss,ci95_lo_1yr,ci95_hi_1yr,ci95_halfwidth_1yr,ci95_lo_3yr,ci95_hi_3yr,ci95_halfwidth_3yr,ci95_lo_6yr,ci95_hi_6yr,ci95_halfwidth_6yr,ci95_lo_9yr,ci95_hi_9yr,ci95_halfwidth_9yr,tier_3yr_Low,share_Low,tier_3yr_LowModerate,share_LowModerate,tier_3yr_Moderate,share_Moderate,tier_3yr_High,share_High,off_Violent_3yr,off_Violent_6yr,off_Violent_9yr,off_Drug_3yr,off_Drug_6yr,off_Drug_9yr,off_Property_3yr,off_Property_6yr,off_Property_9yr,off_Other(PublicOrder)_3yr,off_Other(PublicOrder)_6yr,off_Other(PublicOrder)_9yr
baseline,1,42,10042,16405,0.375,0.663,0.783,0.811,0.14688792295216183,0.030064828951454303,0.36714366397590287,0.3819550170668831,0.007405676545490125,0.6557589449784464,0.6702238471279749,0.0072324510747642234,0.7765576588699254,0.7891739281788519,0.006308134654463227,0.8050316120152878,0.8170110798953953,0.005989733940053754,0.6649905719673161,0.29094788174337094,0.6678650915939052,0.3560499847607437,0.6522959183673469,0.23895153916488876,0.6654195617316943,0.11405059433099665,0.6595813204508857,0.7484702093397746,0.7752012882447665,0.6580005360493165,0.7799517555615116,0.8064861967300991,0.6655576679340938,0.7968948035487959,0.8257287705956907,0.6671783850168868,0.7921400061406202,0.8222290451335585
baseline,1,137,10137,16346,0.37,0.659,0.782,0.811,0.14150201800144502,0.02800380552312411,0.36262860421201726,0.37743003953655574,0.0074007176622692405,0.6516952860455599,0.6662282833179499,0.007266498636194996,0.7756927094305341,0.7883494522990326,0.006328371434249247,0.8047020105166911,0.8167107376043672,0.006004363543838043,0.6549621530698065,0.2909580325461887,0.6636879188864065,0.35598923283983847,0.6542103916048119,0.23901872017618989,0.6646995708154506,0.11403401443778294,0.659974506054812,0.7552581261950286,0.7794773741236456,0.6584827586206896,0.7845517241379311,0.8121379310344827,0.6635586635586636,0.7937839937839938,0.8243978243978244,0.6493011435832274,0.7820838627700127,0.8125794155019059
baseline,1,251,10251,16164,0.374,0.658,0.781,0.812,0.14566166326041885,0.029962864627216933,0.3668586696837862,0.38177815515992075,0.007459742738067265,0.6507798357582947,0.6654033707867274,0.007311767514216361,0.7747401681110562,0.7874870125411837,0.006373422215063762,0.8054539693544014,0.8175110651372774,0.00602854789143803,0.6634063363810334,0.2909552091066568,0.6587315377932232,0.3560381093788666,0.6531193373026145,0.23898787428854243,0.6532826912642431,0.11401880722593417,0.6407924650860669,0.750568366352712,0.7762260474179928,0.6633847791378393,0.778605641298563,0.8065460351250665,0.6573078774266004,0.7917535697096102,0.8256056473608214,0.6706528765352294,0.7934712346477052,0.8244990303813833
baseline,1,389,10389,16274,0.369,0.649,0.772,0.8,0.1493373210233013,0.032272061946479996,0.36173386588438666,0.3765606755737389,0.007413404844676119,0.641581576655736,0.6562466071496649,0.007332515246964433,0.7653955227674842,0.7782883523723256,0.006446414802420697,0.7941442729853098,0.806426751123931,0.006141239069310633,0.6445617740232312,0.29095489738232766,0.654987918536417,0.35602802015484825,0.6479814862432501,0.23897013641391177,0.6433189655172413,0.11404694604891237,0.6456278763971072,0.7409598948060486,0.7629848783694938,0.6561254318363008,0.7751793781557268,0.8030826468243423,0.6482332435430201,0.7833940738393281,0.8146094121375377,0.6450284990500317,0.7748575047498417,0.804623179227359
baseline,1,503,10503,16278,0.37,0.657,0.778,0.808,0.14433424388087523,0.03080080176928764,0.3625007465280266,0.37733212348343453,0.007415688477703963,0.6500015794047825,0.664581999396279,0.007290209995748254,0.771780974249099,0.7845443004053357,0.0063816630781183825,0.8019623466202698,0.8140613346321016,0.006049494005915923,0.6560388513513513,0.2909448335176312,0.658153580672994,0.3560019658434697,0.661526599845798,0.23903427939550315,0.6492456896551724,0.114018921243396,0.6481360366252452,0.7475474166121648,0.7737083060824068,0.6437987624428302,0.7624428302394404,0.7917675544794189,0.6690978278103694,0.7989535436816236,0.8297130172823847,0.6586357947434293,0.7850438047559449,0.8172715894868585
baseline,1,617,10617,16211,0.377,0.654,0.774,0.803,0.14904412809272385,0.029461080078149248,0.36910588752678114,0.384021518910541,0.007457815691879921,0.6467658061742367,0.6614086504914392,0.00732142215860121,0.7677267667600721,0.7805980469710715,0.006435640105499685,0.796529236334946,0.8087804078863087,0.0061255857756813414,0.6569853720585118,0.2909752637098267,0.6511869693294057,0.3559928443649374,0.6530717604543108,0.23897353648757017,0.6581936181719849,0.11405835543766578,0.6361873990306947,0.7431340872374798,0.7686591276252019,0.6611948331539289,0.778794402583423,0.8059741657696448,0.6569460022432303,0.784649895850024,0.8149335042461144,0.6578031022475467,0.7787274453941121,0.8081671415004749
baseline,1,743,10743,16164,0.378,0.669,0.787,0.816,0.13604808703307977,0.03106243580652035,0.37012383829278755,0.3850692110997794,0.0074726864034959095,0.6612883858599574,0.6758005178314295,0.007256065985736027,0.780678575153756,0.7933003287464405,0.006310876796342235,0.8095868158242656,0.8215425737659936,0.005977878970863992,0.658728471188603,0.2909552091066568,0.6715899218071243,0.3560381093788666,0.6792648200880145,0.23898787428854243,0.6619641888225719,0.11401880722593417,0.6612324747310075,0.7694815780893381,0.7962178024127812,0.6668457818377217,0.7872111767866738,0.8154218162278345,0.6675320460814539,0.7919844231705339,0.8234625993834171,0.6796388542963886,0.7942092154420921,0.8194271481942715
baseline,1,863,10863,16163,0.375,0.657,0.781,0.813,0.14372419338183293,0.02906396381856353,0.36792884373304735,0.3828573580690412,0.007464257167996924,0.6492040749742063,0.6638440840428277,0.007320004534310698,0.7747887933618502,0.787535018853889,0.0063731127460193715,0.8064438431388123,0.818477229880175,0.006016693370681336,0.6551137571762705,0.2909732104188579,0.6564129301355579,0.3559982676483326,0.6554491327983433,0.2390026603972035,0.663049376017363,0.11402586153560601,0.6523125996810207,0.7601275917065391,0.7881977671451356,0.656414519257412,0.7847049044056525,0.8149071765031864,0.6581795035009548,0.7870782940802037,0.8197008274984087,0.6577352472089314,0.7866028708133971,0.8197767145135566
baseline,1,971,10971,16081,0.372,0.656,0.778,0.807,0.14921063666972315,0.024976404928556295,0.3642431295886904,0.37917989547858794,0.0074683829449487815,0.6484252936546194,0.6631102579295506,0.007342482137465578,0.7716979247218494,0.7845400676995369,0.006421071488843744,0.801244513006596,0.8134335948586379,0.006094540926020908,0.6563368241077153,0.2909644922579442,0.6609606986899563,0.3560101983707481,0.6523549310434557,0.2389776755176917,0.6455834242093784,0.11404763385361606,0.6352405721716515,0.7360208062418726,0.7623537061118335,0.6705915335015419,0.7869358003924867,0.8163723016540511,0.6630154639175257,0.7971971649484536,0.8257087628865979,0.6452012383900929,0.7721362229102167,0.8052631578947368
baseline,1,1087,11087,15967,0.376,0.661,0.78,0.811,0.14217337158672028,0.03297470081786264,0.3689170139589575,0.3839451019610952,0.007514044001068865,0.6531671592397333,0.6678553722216017,0.007344106490934199,0.7731748267559584,0.786031771348427,0.006428472296234333,0.8053447764321495,0.8174777553497696,0.006066489458810054,0.6532501076194576,0.29097513621845056,0.662033779028853,0.3559842174484875,0.6632599580712788,0.23899292290348845,0.6688632619439868,0.11404772342957349,0.6509751176866173,0.7434431741761937,0.7706792199058508,0.6570416780168892,0.7826205393625715,0.8123127213293381,0.6574550128534704,0.7847043701799485,0.8221401028277635,0.6801162040025823,0.8008392511297612,0.8282763072950291
baseline,2,42,20042,16293,0.368,0.655,0.775,0.805,0.1476848313308385,0.03566940348868659,0.3605152499846077,0.37532313479787693,0.0074039424066346116,0.6473000868125854,0.6619009303955589,0.007300421791486711,0.7689527721046616,0.7817674361594966,0.0064073320274175005,0.7987288621529758,0.8108984658809422,0.006084801863983191,0.6534486395275259,0.2909838580985699,0.655802724607691,0.3559197201252071,0.6562259306803594,0.23905971889768612,0.6506996770721205,0.11403670287853679,0.6547114444082165,0.7460058689272905,0.7704597326377568,0.6572352465642683,0.774184855834007,0.8019401778496362,0.6507612619682939,0.7780568199654685,0.8100769110029823,0.6593511450381679,0.8002544529262087,0.8314249363867684
baseline,2,137,20137,16239,0.378,0.654,0.775,0.802,0.1486598830041914,0.03254608130070196,0.37104141250871103,0.38595923447167935,0.007458910981484157,0.6467526639168522,0.6613830750907856,0.007315205586966744,0.7688096316187998,0.7816482390040351,0.006419303692617673,0.7962558324084335,0.8085028817318314,0.006123524661698965,0.651005291005291,0.29096619249953815,0.6550769763016779,0.3559948272676889,0.6503478484926565,0.23899254880226614,0.6668466522678186,0.1140464314305068,0.6410949645150389,0.7326799594457587,0.7543088881378844,0.661558784676354,0.7791281373844121,0.8066050198150595,0.651159123166693,0.7859958997003628,0.8148557009935341,0.663284717818643,0.7891566265060241,0.8176918199112239
baseline,2,251,20251,16201,0.368,0.651,0.778,0.807,0.1478183653740837,0.03416825742796525,0.3605464069594761,0.37539670772052164,0.007425150380522771,0.6438824005336004,0.6585580750338991,0.007337837250149359,0.7716984061463478,0.7844933927293661,0.006397493291509182,0.8013370192640878,0.8134792341697008,0.006071107452806479,0.6474331777683496,0.29096969322881305,0.6536061026352289,0.3560274057156966,0.65599173553719,0.2389975927411888,0.6437466161342718,0.11400530831430158,0.6550500161342369,0.7586318167150694,0.7847692804130365,0.6553998351195384,0.7774113767518549,0.805990656773839,0.6441717791411042,0.779613025011798,0.8115463268837502,0.6571152607855762,0.7955569864777849,0.8235672891178365
baseline,2,389,20389,16037,0.382,0.661,0.785,0.812,0.13804528276104874,0.03061858966847018,0.3745628466723843,0.38960164704096295,0.0075194001842893154,0.6533564286965516,0.6680107494445255,0.007327160373986952,0.7781298294185746,0.7908552791931829,0.006362724887304161,0.80631738984586,0.8184004553824105,0.006041532768275237,0.6486602357984995,0.2908898172974995,0.6691768826619965,0.35605163060422773,0.6590138272893296,0.23900978986094656,0.6686714051394205,0.11404876223732618,0.6708494208494209,0.7651222651222651,0.7841055341055341,0.6517065305025531,0.7753292125772642,0.805428648212846,0.663586251621271,0.7996108949416343,0.8278210116731517,0.6555921052631579,0.7851973684210526,0.81875
baseline,2,503,20503,16320,0.378,0.659,0.778,0.806,0.14590379278898646,0.02982186779491407,0.37101975477876015,0.3859002094531888,0.0074402273372143335,0.6520055697550655,0.6665468964732273,0.007270663359080887,0.7716850392622527,0.7844340546647552,0.006374507701251253,0.800300283503971,0.8124231332682181,0.006061424882123578,0.6565592756369762,0.29099264705882355,0.6640275387263339,0.3560049019607843,0.6605128205128206,0.23897058823529413,0.6491133799032778,0.11403186274509804,0.6476190476190476,0.7428571428571429,0.7673015873015873,0.6646358349487677,0.7853780116311271,0.8111326502353918,0.6581358609794629,0.785781990521327,0.8161137440758294,0.6670795912047074,0.7894084855992567,0.8203778259523072
baseline,2,617,20617,16143,0.38,0.659,0.778,0.807,0.14237606732730398,0.028496414318604668,0.3728908302550804,0.3878673356019501,0.0074882526734348365,0.6517598914122162,0.6663828220209793,0.007311465304381537,0.7713196113138029,0.7841450561540443,0.006412722420120698,0.8010020717364691,0.8131737680760672,0.0060858481697990685,0.6529699808388333,0.29096202688471784,0.6499042978945537,0.35600569906461005,0.6728875064800415,0.2389890354952611,0.674633351439435,0.11404323855541101,0.6545626776128829,0.7445532049257972,0.7736027786548785,0.6623626373626373,0.7766483516483517,0.8013736263736264,0.6617507136060894,0.7947986045036474,0.8254043767840152,0.6544554455445545,0.7785478547854785,0.8112211221122112
baseline,2,743,20743,16180,0.377,0.657,0.78,0.808,0.1403443302732572,0.03338426921378268,0.3692632943553036,0.3841945002390279,0.0074656029418621594,0.6498810783007981,0.6645065761112422,0.007312748905222044,0.7740254386087052,0.7867808411561684,0.006377701273731606,0.8017680364841675,0.8139077867394111,0.006069875127621804,0.6510195412064571,0.29097651421508036,0.6571180555555556,0.35599505562422745,0.6674424618567365,0.23899876390605687,0.6520325203252032,0.11402966625463536,0.6451408673630896,0.7530864197530864,0.7752453308008863,0.650070323488045,0.7715893108298172,0.8005625879043601,0.6629070691024622,0.7896743447180302,0.8189038919777601,0.6660359508041628,0.7994323557237465,0.826868495742668
baseline,2,863,20863,16136,0.37,0.655,0.773,0.803,0.14586780311263906,0.030656418267975383,0.36287099075650675,0.37777082570345155,0.0074499174734724005,0.6476863748751592,0.6623538426199121,0.007333733872376458,0.7663388938374482,0.7792674521380909,0.006464279150321328,0.7965901895451871,0.8088680449395925,0.006138927697202701,0.6504792332268371,0.29096430342092217,0.6518105849582173,0.3559742191373327,0.6575058335493907,0.23903073872087258,0.6717391304347826,0.11403073872087258,0.6415592996366039,0.7423191278493558,0.7687479352494219,0.6608171099533864,0.7789964354263779,0.8121743899095146,0.6560712015257469,0.778766687857597,0.8102352193261284,0.6593059936908517,0.7832807570977918,0.8097791798107256
